"Code_ISO","Model","Param","RMSE.calib","MAE.calib","Qtest.calib","Coef","pv_model_p","pv_strig","rho.spearman","rho.pvalue"
"LBR","ARIMAX/tmin_11","(2,1,2)","0.00379045511444234","0.00138006142182106","1.0484813017797e-10","0.00356911938889561","0.0141450910366932","0.338280052093486","-0.12190447157273","0.000215357056313735"
"LBR","ARIMAX/tmin_21","(2,1,2)","0.00381397701305364","0.00138695556921968","2.65565569534942e-10","-0.00311736681280101","0.0331151193490016","0.369978360688792","-0.114043625355102","0.000579388536303879"
"LBR","ARIMAX/insol_1","(2,1,2)","0.00377263327674335","0.00134481199478795","2.17138529379213e-10","0.00168303922525716","0.024830744301769","0.51376110262474","0.0749925029740515","0.022406372583737"
"LBR","ARIMAX/insol_23","(4,1,2)","0.0038047150076376","0.00139537344129214","8.34161406615408e-10","-0.002144907528565","0.00523770013458896","0.363551667228571","0.0941343582731775","0.00459339347075313"
"LBR","ARIMAX/ah_12","(2,1,2)","0.00377885872998631","0.00145019906976385","7.82222620010486e-10","0.00526465874826761","0.00617021601281297","0.382681808195666","-0.10521188358844","0.00142866956342723"
"LBR","ARIMAX/ah_21","(2,1,2)","0.00379760674626188","0.00146644196848884","1.04078423657228e-09","-0.00507507001517476","0.00791824617579971","0.400590987778453","-0.10122678158088","0.00227148444714443"
"LBY","ARIMA","(5,1,3)","0.000718988203619533","0.000386089939944434","0",NA,NA,NA,NA,NA
"LBY","ARIMAX/ah_9","(5,1,3)","0.000717582106505593","0.000403421989850318","0","-0.000314889188786346","0.023888638696465","0.501801897514126","-0.0654584313911524","0.0481310090085857"
"MDG","ARIMA","(3,1,5)","0.002536389817385","0.00102253837229543","0",NA,NA,NA,NA,NA
"MDG","ARIMAX/wspd_7","(3,1,5)","0.00253715344805116","0.00107675515558018","0","0.0013049356970809","0.0122187118139645","0.678865098494229","0.0995144862170449","0.0025400544074449"
"MDG","ARIMAX/wspd_13","(3,1,5)","0.00254554616471068","0.0010736778089128","0","0.00127785505736905","0.012985830202391","0.613762472662955","0.0874983327507721","0.00819714398286238"
"MDG","ARIMAX/tmax_10","(3,1,5)","0.00254391176084302","0.00106651596983489","0","-0.00172799242493449","0.0373383898209635","0.67830331388018","-0.105229964758294","0.00143458682274508"
"MDG","ARIMAX/tmax_12","(3,1,5)","0.00254188102694838","0.00107457727074511","0","-0.00231465619016865","0.00546763404570483","0.678735156919223","-0.104557701690111","0.00155803580589178"
"MDG","ARIMAX/tmax_26","(3,1,5)","0.0025658413966387","0.00107363014384635","0","-0.00179818948664699","0.0298433909741066","0.68069801325654","-0.0949368728038295","0.00438568669101785"
"MDG","ARIMAX/insol_23","(3,1,5)","0.00256240995218267","0.00106058648268397","0","0.0012188955457796","0.0444557339410535","0.769591967268791","-0.0666684144641311","0.0453143922411239"
"MDG","ARIMAX/insol_28","(3,1,5)","0.0025661703291869","0.00108243078985373","0","-0.00148224669366589","0.0110011443162018","0.666370995691926","-0.06571508265388","0.0491202293525202"
"MDG","ARIMAX/tmoy_12","(3,1,5)","0.00254315627157641","0.00107597578871821","0","-0.00305375837934726","0.0086747245318544","0.649696578812776","-0.0875763575273205","0.00810507912160757"
"MWI","ARIMA","(2,1,5)","0.000848384757088225","0.000389199771048099","0",NA,NA,NA,NA,NA
"MWI","ARIMAX/pr_0","(2,1,5)","0.000844581466261715","0.000397462106549686","0","-0.000715008055660397","0.00445608214111416","0.507237317601769","0.104142540485015","0.00163668030683745"
"MWI","ARIMAX/pr_2","(2,1,5)","0.000845087714609809","0.000396416070706534","0","0.000730261760999059","0.00337795021847494","0.562812938784403","0.104967904894265","0.00151970257278109"
"MWI","ARIMAX/rh_0","(2,1,5)","0.000845787239915447","0.000400770049946437","0","-0.00053171725947219","0.0238416025869997","0.603517034253127","0.087070373265887","0.00851693187481572"
"MWI","ARIMAX/tmax_24","(1,1,2)","0.000925231552111609","0.000409143060876356","0","0.000785226047557499","0.0179213986802037","0.810083969181401","-0.130163363753143","0.000100294990807592"
"MWI","ARIMAX/insol_1","(1,1,2)","0.000913648750116102","0.000401055843108026","0","0.00036552300113904","0.0209123165799059","0.902752998427592","-0.102980840993331","0.00185662178559665"
"MWI","ARIMAX/insol_10","(2,1,4)","0.000853043940192108","0.000401448034382452","0","0.000281658851459037","0.0420424067288791","0.528583781007911","-0.111664333113964","0.000780804653315674"
"MWI","ARIMAX/insol_11","(1,1,2)","0.000919267220804339","0.000402235352171997","0","-0.000328940072619144","0.0404134006757158","0.93854880600339","-0.114516356403946","0.000573255362028366"
"MWI","ARIMAX/insol_20","(1,1,0)","0.000930317936674763","0.000445286031622563","0","0.000544024262202423","0.000202525966645737","0.849468038670154","-0.128907888046616","0.000113048539161082"
"MWI","ARIMAX/tmoy_5","(1,1,2)","0.000914211570527462","0.000409271284678653","0","-0.00125708261483307","0.00398792149244697","0.800904515529862","-0.075621645580928","0.0227518519871663"
"MWI","ARIMAX/tmoy_9","(2,1,5)","0.000850125831115215","0.000403773635837535","0","0.000826358460669254","0.0275398991707063","0.615707899506611","-0.0826368244452408","0.0129900075358758"
"MWI","ARIMAX/tmoy_26","(1,1,4)","0.000895584950923511","0.00041024415540906","0","-0.000907301128106536","0.0264394155472442","0.825067257096796","-0.0973384833929801","0.00372981585573707"
"MLI","ARIMA","(3,1,1)","0.00143128484476038","0.000498877351816316","6.75043509978934e-09",NA,NA,NA,NA,NA
"MLI","ARIMAX/rh_24","(3,1,0)","0.00145097233713888","0.000522834062486678","3.91071841576718e-09","-0.000839095281335696","0.0419243826274266","0.591340550717","-0.126838014206763","0.000140799479551348"
"MLI","ARIMAX/tmin_15","(3,1,0)","0.00144415580378642","0.000524546073991014","4.83931239525504e-09","0.00149313398510405","0.0242092590799164","0.567128335995253","0.0843115912780949","0.0111686453407974"
"MRT","ARIMA","(2,1,0)","0.000589726543062604","0.000278930303714478","0",NA,NA,NA,NA,NA
"MRT","ARIMAX/rh_19","(1,1,0)","0.00059439034552295","0.000292259440163438","0","-0.000304750198041155","0.0360740524367905","0.538304981782069","-0.0992559635887153","0.00269301309781513"
"MUS","ARIMA","(1,1,2)","0.00488565284952096","0.00134922849096685","0.014146663164175",NA,NA,NA,NA,NA
"MAR","ARIMA","(1,1,4)","0.000504527996932157","0.000246735543715667","0",NA,NA,NA,NA,NA
"MAR","ARIMAX/rh_8","(4,1,5)","0.000463589522729021","0.000242896720355033","0","0.000202796998909504","0.0393580525926125","0.208242445983924","-0.112635306649019","0.000559518387445214"
"MOZ","ARIMA","(1,1,0)","0.00109494959784807","0.000436642652220074","0",NA,NA,NA,NA,NA
"MOZ","ARIMAX/pr_26","(1,1,0)","0.00110727001352588","0.000450729294164278","0","-0.000845644944494788","0.0292312562616971","0.504422824908164","0.0678002501217586","0.0423443919086871"
"MOZ","ARIMAX/pr_27","(1,1,0)","0.00110757460118237","0.000452255431254649","0","0.000888122535275913","0.0220697217579296","0.493506121932929","0.0706163953557189","0.0345608221487159"
"MOZ","ARIMAX/pr_28","(1,1,0)","0.00110890125561799","0.000449722488406893","0","-0.000785140134539299","0.0432572878503033","0.504397676693019","0.0734640269777771","0.0279712804779903"
"MOZ","ARIMAX/tdew_0","(1,1,0)","0.00109193485938385","0.000442197015300646","0","0.000645525593877621","0.0313454600522666","0.412996281743517","-0.0876873191780564","0.00768632298603894"
"MOZ","ARIMAX/tmax_13","(1,1,0)","0.00109637629683265","0.000456339805398143","0","-0.000886810124179305","0.00169896320367272","0.681867359933225","0.120437088792569","0.000271160960718393"
"MOZ","ARIMAX/tmax_26","(1,1,0)","0.00110725367525494","0.000455936752927175","0","0.000627390777644602","0.0289351237994514","0.683832416894288","0.105882885519645","0.00149477014573538"
"MOZ","ARIMAX/tmoy_1","(1,1,0)","0.0010925355297129","0.000444267285848549","0","0.000914321771258492","0.0314585062136836","0.529934433534176","0.0835201328387593","0.0111795284758385"
"MOZ","ARIMAX/tmoy_3","(1,1,0)","0.00109229826996233","0.000447850975083199","0","0.00112633701882944","0.00823188203257795","0.466619651038777","0.0821238478834297","0.0127110792253676"
"MOZ","ARIMAX/tmoy_6","(1,1,0)","0.00109513301232669","0.000444942735763218","0","-0.000972400037001715","0.0230564809324049","0.545814092232963","0.0758558140500979","0.0216048728087568"
"MOZ","ARIMAX/tmoy_8","(1,1,0)","0.00109701081701512","0.000450426894466546","0","0.000857564966597054","0.0454231944579944","0.517093595575415","0.0725013450647469","0.0283088639417996"
"NAM","ARIMA","(2,1,1)","0.00147154690894245","0.000515196105015961","0",NA,NA,NA,NA,NA
"NER","ARIMA","(5,1,1)","0.00165428560474387","0.000745565057845541","0.658875445182129",NA,NA,NA,NA,NA
"NER","ARIMAX/tmin_27","(5,1,1)","0.00162990370354797","0.000743322874818638","0.655748229424614","0.00302163536460166","0.00255391807077392","0.787700225109483","0.0838974909538461","0.0119012126292227"
"NER","ARIMAX/tmoy_20","(5,1,1)","0.00163834151176445","0.000742702407607796","0.587996610058635","-0.0024506926728373","0.028977096428183","0.926661966191931","0.0803183327870659","0.0156576228223077"
"NGA","ARIMA","(1,1,2)","0.00097761062599756","0.000414090143992764","0",NA,NA,NA,NA,NA
"NGA","ARIMAX/tmin_14","(1,1,2)","0.000982548757280825","0.000426874506338839","1.11022302462516e-16","-0.000713076379757292","0.0383214662359118","0.989100561706404","-0.107333851949514","0.00103129267758137"
"NGA","ARIMAX/tmin_26","(1,1,2)","0.000987305154065519","0.000434559141850454","1.11022302462516e-16","-0.000937183171112222","0.00700172776163244","0.988445352756499","-0.10253379069436","0.00184578173466088"
"RWA","ARIMA","(5,1,5)","0.000969806412467183","0.000322210966899789","7.16726678007262e-12",NA,NA,NA,NA,NA
"RWA","ARIMAX/tmin_0","(3,1,3)","0.000984803668618824","0.000335788777625049","0","0.000576654337970993","0.0109442785968066","0.988357138749743","-0.0796750785101339","0.0150293984184081"
"RWA","ARIMAX/tmin_4","(5,1,5)","0.00096857602822951","0.000341651811517426","2.07979189426055e-11","-0.000525655377884223","0.0122735958505808","0.903338373153002","-0.0818178436974281","0.0127062176569571"
"RWA","ARIMAX/tmin_5","(4,1,5)","0.000969908642891532","0.000351233910695005","1.28672628108006e-11","0.00068114679880418","0.00114073066941705","0.863573332982803","-0.0825798688790318","0.0119429249012489"
"RWA","ARIMAX/tmoy_4","(3,1,4)","0.000985128683980402","0.000339157485879882","5.6621374255883e-15","-0.000882226205135621","0.00293438753876273","0.879844322939155","-0.1026845730074","0.00174530577828537"
"STP","ARIMA","(1,1,2)","0.00271696795236889","0.000958139998150434","1.12227325488323e-06",NA,NA,NA,NA,NA
"STP","ARIMAX/tmin_12","(1,1,2)","0.00272826979106416","0.00100762418111486","4.4688222906597e-06","0.00243715022444583","0.0342090062354455","-","-0.0754673125047517","0.0238801956466516"
"STP","ARIMAX/tmin_15","(1,1,2)","0.00271462377492373","0.00106077340844363","1.59913332006267e-05","-0.00467499008171642","4.84738728071603e-05","-","-0.0712660931129497","0.0332230654781486"
"STP","ARIMAX/tmoy_12","(1,1,2)","0.00272896084828473","0.00101047894453942","3.45834678816548e-06","0.00261860719388798","0.0437905805437553","-","-0.0752456145387546","0.0242972568387505"
"STP","ARIMAX/tmoy_15","(1,1,2)","0.00272386270133366","0.00104986084010179","9.4223142790284e-06","-0.00418356378451206","0.00130804596206988","-","-0.0711861156601003","0.0334216247615164"
"SEN","ARIMA","(2,1,2)","0.000734656554115014","0.000337652895300974","0",NA,NA,NA,NA,NA
"SEN","ARIMAX/tmax_22","(2,1,2)","0.000740575481369193","0.000352650533993836","0","-0.000426185208403157","0.0105524313216871","0.76218183993502","-0.090027217158139","0.00625724695170712"
"SEN","ARIMAX/tmax_24","(2,1,2)","0.000742473796420483","0.000349276518539279","0","0.000327177985651647","0.0472448568757263","0.890062439321056","-0.0850922740474937","0.0098587535258157"
"SEN","ARIMAX/tmoy_4","(2,1,2)","0.000734568187046385","0.00034320313615739","0","0.000540941333514657","0.0413191007574146","0.84751720010791","-0.0883738698957644","0.00673347352387524"
"SEN","ARIMAX/tmoy_10","(2,1,2)","0.000736495337922615","0.000347437402826281","0","0.000603892568070213","0.0224392881977675","0.907015215947964","-0.0772787278156249","0.0182331388944914"
"SEN","ARIMAX/ah_3","(2,1,2)","0.000734211952710913","0.000343582136146658","0","-0.000591868720096725","0.0427715849883201","0.986531619254363","0.0895382736029111","0.00601324973569033"
"SYC","ARIMA","(3,1,3)","0.00262145425322055","0.00111338702633551","0",NA,NA,NA,NA,NA
"SLE","ARIMA","(2,1,1)","0.00136493321495998","0.000613335565069291","0.000213028557649264",NA,NA,NA,NA,NA
"SLE","ARIMAX/wspd_0","(2,1,1)","0.00135942260684482","0.000634146317386571","0.000196737572107586","0.000654191437862214","0.0180620099842253","0.176510043692808","0.0866096358197938","0.00879914473016436"
"SLE","ARIMAX/wspd_10","(2,1,1)","0.00136710853028101","0.000633729049097428","0.000117324304766631","0.000587882315978747","0.0382976128882457","0.0973117633125016","0.080137881569451","0.0159518119627614"
"SLE","ARIMAX/rh_17","(1,1,2)","0.00137180129494392","0.000640610953692735","0.00013148881519498","-0.00102069321005889","0.0365656972200134","0.147492955346628","0.100325158000281","0.00262854799770525"
"SLE","ARIMAX/insol_15","(2,1,1)","0.00136969387042044","0.000642312792536472","0.000233973066395943","-0.000498750702196329","0.0190442314687593","0.100716511803878","0.0895108700416165","0.0072423096858241"
"SLE","ARIMAX/insol_17","(2,1,1)","0.00136843883863195","0.000648019875356791","0.000259734784131438","0.000625370972473027","0.00337478201777148","0.122073872812868","0.0926219861112811","0.00550108946917378"
"SLE","ARIMAX/insol_25","(1,1,2)","0.00137572678533643","0.000640219709573191","0.000182648899372473","-0.000463088108745541","0.0301446709080947","0.0902665986595429","0.108119018921845","0.00124388706734244"
"SLE","ARIMAX/insol_26","(2,1,1)","0.00137625347408441","0.000641465301707754","0.00059209429271545","0.000473820658797854","0.0264167715288588","0.106525259835804","0.108332469152959","0.00122408651250355"
"SOM","ARIMA","(1,1,2)","0.00283411800346051","0.00130730836009582","5.37985619719628e-07",NA,NA,NA,NA,NA
"SOM","ARIMAX/tmoy_5","(2,1,2)","0.00280980881269354","0.00128991376167145","0.000422536066275292","0.00231820537638279","0.0291460157255213","0.880080076745933","-0.0791760028574816","0.0160725390978216"
"SOM","ARIMAX/tmoy_14","(2,1,2)","0.00282300087491049","0.00131539519466348","0.000482201825729778","-0.00306618218579542","0.00415058970604946","0.759720943662562","-0.0954147509108448","0.00386659109770239"
"SOM","ARIMAX/tmoy_20","(1,1,2)","0.00285392696551512","0.00134196559618228","6.72845186899806e-07","0.00273040957540587","0.0109283478265738","0.841208189739356","-0.100673701242478","0.00237505674501645"
"ZAF","ARIMA","(1,1,3)","0.000491524257968156","0.000237855609740374","0",NA,NA,NA,NA,NA
"ZAF","ARIMAX/pr_7","(1,1,3)","0.000490803911461199","0.00024268700612632","0","-0.000386860765818477","0.0027984214190765","0.736147898334828","0.097980808367033","0.00273521375674657"
"ZAF","ARIMAX/pr_8","(2,1,5)","0.000463515191436671","0.000240028195141899","0","0.000377053643252066","0.00479102334220578","0.850725176903115","0.0993064341065446","0.0024043164485966"
"ZAF","ARIMAX/tmax_15","(2,1,5)","0.000463541937239377","0.000228256224950299","0","-0.000330026990991539","0.0105675711600984","0.729301134170298","-0.0972766830583313","0.00306064448753244"
"ZAF","ARIMAX/insol_7","(1,1,3)","0.000490773227434629","0.000243503312316675","0","0.000295883965574751","0.00277020180806251","0.830152140357809","-0.0860365481130089","0.00855497057936446"
"ZAF","ARIMAX/tmoy_12","(1,1,5)","0.000470579266473724","0.000233016549970453","0","-0.000411092421766179","0.024866272556721","0.992605766128535","-0.0741846128577634","0.0238236451969077"
"ZAF","ARIMAX/tmoy_13","(3,1,5)","0.000480253963363659","0.000236678319445972","0","0.00050924151034405","0.00459933574618889","0.852922871322732","-0.0739288256571451","0.0243899308675115"
"ZAF","ARIMAX/ah_5","(2,1,5)","0.000461028818091648","0.000224783228305394","0","0.000309647708337885","0.0111313299558688","0.875844421324779","0.0931877540368882","0.00434629305709435"
"SSD","ARIMA","(3,1,1)","0.00225087321126085","0.000937394709204635","0",NA,NA,NA,NA,NA
"SSD","ARIMAX/tdew_4","(1,1,1)","0.00227267021975371","0.000954781238590338","0","-0.00240861130565467","0.0290091471841581","0.743941439539169","-0.125509189947582","0.000153412099983085"
"SSD","ARIMAX/tdew_7","(1,1,1)","0.00227382347928461","0.000964984744133444","0","-0.0028895118616936","0.00894000379440944","0.680378906508921","-0.128942451402381","0.000102996902607003"
"SSD","ARIMAX/tmin_0","(1,1,1)","0.0022670758419784","0.000962486709284133","0","0.00179091291278719","0.021873825542305","0.895327539685038","-0.0896260930454311","0.00685271290167464"
"SSD","ARIMAX/tmin_17","(3,1,1)","0.00226459066814694","0.000971613854934773","0","-0.00189740601760137","0.0146077291379819","0.782200866191421","-0.072848057644731","0.029589138061846"
"SDN","ARIMA","(1,1,1)","0.00203386123324513","0.000955009813694435","0",NA,NA,NA,NA,NA
"SDN","ARIMAX/tmoy_19","(1,1,1)","0.00204612288464506","0.000985213667128621","0","0.00221336220275729","0.0422768933717189","0.0454454919267058","-0.0975350478984401","0.00319333909284863"
"TGO","ARIMA","(1,1,2)","0.00148225755816176","0.000605961573759611","0",NA,NA,NA,NA,NA
"TUN","ARIMA","(2,1,2)","0.00158440168628891","0.000678886160877604","0",NA,NA,NA,NA,NA
"TUN","ARIMAX/rh_9","(2,1,2)","0.00158728417774544","0.000689134878179159","0","0.000780842648304932","0.027500450869367","0.443966172919861","-0.0857351614657975","0.00882677963009251"
"UGA","ARIMA","(1,1,1)","0.00433904302266352","0.000677924653721549","0.999999999966111",NA,NA,NA,NA,NA
"UGA","ARIMAX/tmax_3","(1,1,1)","0.00433531786144853","0.000796047185547433","0.999999997946968","-0.00224649027200842","0.034624368911699","0.800879527124889","0.106649923245285","0.00118917759707366"
"UGA","ARIMAX/tmax_9","(1,1,1)","0.00433352665734229","0.000880905946369537","0.99999999609147","-0.00356673300094918","0.000811847458703143","0.560105364107308","0.110961702179059","0.000773026781249483"
"UGA","ARIMAX/tmax_14","(1,1,1)","0.00436095744009403","0.000800538280318429","0.999999999267409","-0.00229963004817748","0.0321554985147817","0.62003947201788","0.115814230220213","0.000464107923639434"
"UGA","ARIMAX/tmin_3","(1,1,1)","0.00433378709630307","0.000819314668852186","0.999999998906893","0.0036966494093124","0.0237869874418314","0.747926524906488","0.0730405176763427","0.0266515889213017"
"UGA","ARIMAX/tmin_6","(1,1,1)","0.00434041767058311","0.000820092175610705","0.999999999882738","0.00379056108151231","0.0214637261397221","0.781509136094137","0.0706477257298398","0.0323321926822242"
"UGA","ARIMAX/tmoy_4","(1,1,1)","0.00433888636338648","0.000792873996968254","0.99999999948161","0.00288226930797284","0.0469643544553179","0.766223454385709","0.105896238568807","0.00129686071104975"
"UGA","ARIMAX/tmoy_9","(1,1,1)","0.00433675565288086","0.000880687248422441","0.999999992797527","-0.00455326659394344","0.00173110112905693","0.643446722948453","0.104372498072425","0.00156968104163048"
"UGA","ARIMAX/tmoy_11","(1,1,1)","0.00435462041635469","0.000800622092239933","0.999999999981014","0.00301636704932761","0.0389484549345189","0.668457316744074","0.102652549399936","0.00189831468893725"
"UGA","ARIMAX/tmoy_14","(1,1,1)","0.0043571078204184","0.000835306099673271","0.999999998583704","-0.00364223999052082","0.0128104176713591","0.641331374081702","0.105631364655152","0.00141757192097209"
"UGA","ARIMAX/tmoy_20","(1,1,1)","0.00436641687625536","0.000863185710308627","0.999999999687184","0.00423332492525739","0.00398888705718161","0.644366787316397","0.11955511472827","0.000315086640973411"
"ZMB","ARIMA","(5,1,2)","0.000721152980227638","0.000375948042409911","0",NA,NA,NA,NA,NA
"ZMB","ARIMAX/tdew_20","(5,1,2)","0.000726979052273589","0.000390936237131444","0","-0.000671559071272711","0.0419734460973446","0.281282161711941","0.105959706315394","0.00139478116622723"
"ZMB","ARIMAX/tdew_27","(5,1,2)","0.000728709013248589","0.000399286000969359","0","-0.000864101465515311","0.00914667246241781","0.300437952107386","0.119167065688628","0.000339908112844365"
"ZMB","ARIMAX/ah_20","(5,1,2)","0.000726681947289533","0.000392790745330026","0","-0.000688826089332421","0.027373887020228","0.275816171866703","0.111424564518946","0.000775045239742921"
"ZMB","ARIMAX/ah_27","(5,1,2)","0.000728324114748458","0.000400189552610545","0","-0.000868741409567782","0.00538780427367283","0.30363700131034","0.123036410595701","0.00021557493351119"
"ZWE","ARIMA","(4,1,3)","0.00186285281798621","0.000590619307495926","0",NA,NA,NA,NA,NA
